,primary_code,related_code,related_type,importance
51713,EC001005070303,EC003005,D,4
51714,CC0010070301,EC001005070303,P,2
51715,CC0010060203,EC001005070303,P,2
51716,CC00100606,EC001005070303,P,2
51717,EC003005,EC001005070303,P,1
51718,SS00101218,CP001002,A,4
51719,SS00101218,SW00100508,T,4
51720,SS00101218,SS00101501,T,1
51721,SS00101218,SS00102,T,4
51722,SS00101218,SS001015,T,4
51723,SS00101218,SS00103,T,4
51724,SS00101218,SS00101605,T,4
51725,SS00101218,SS00101804,T,4
51726,SS00101219,CP001002,A,4
51727,SS00101219,SW00100508,T,4
51728,SS00101219,SS00101501,T,1
51729,SS00101219,SS00102,T,4
51730,SS00101219,SS001015,T,4
51731,SS00101219,SS00103,T,4
51732,SS00101219,SS00101605,T,4
51733,SS00101219,SS00101804,T,4
51734,CP001002,SS00101218,P,1
51735,SW00100508,SS00101218,P,1
51736,SS00101501,SS00101218,P,1
51737,SS00102,SS00101218,P,1
51738,SS001015,SS00101218,P,1
51739,SS00103,SS00101218,P,1
51740,SS00101605,SS00101218,P,1
51741,SS00101804,SS00101218,P,1
51742,CP001002,SS00101219,P,1
51743,SW00100508,SS00101219,P,1
51744,SS00101501,SS00101219,P,1
51745,SS00102,SS00101219,P,1
51746,SS001015,SS00101219,P,1
51747,SS00103,SS00101219,P,1
51748,SS00101605,SS00101219,P,1
51749,SS00101804,SS00101219,P,1
51750,SS00101218,ME005001020101,P,3
51751,SS00101218,ME0050010202,P,4
51752,SS00101218,CS00100102,P,4
51753,SS00101218,ME00500201,P,4
51754,SS00101218,TR005004,P,2
51755,SS00101218,TR005003,P,3
51756,SS00101218,TR004,P,3
51757,SS00101218,TR004004,P,1
51758,SS00101218,CS001005,P,2
51759,SS00101218,CS001004,P,2
51760,ME005001020101,SS00101218,T,4
51761,ME0050010202,SS00101218,T,4
51762,CS00100102,SS00101218,T,3
51763,ME00500201,SS00101218,T,4
51764,TR005004,SS00101218,T,4
51765,TR005003,SS00101218,T,4
51766,TR004,SS00101218,T,4
51767,TR004004,SS00101218,T,4
51768,CS001005,SS00101218,T,4
51769,CS001004,SS00101218,T,4
51770,SS00101219,TR00200401,P,4
51771,TR00200401,SS00101219,T,4
51772,HW00123,SE002019,M,4
51773,HW00123,EC00100601,M,3
51774,HW00123,EC001006,M,4
51775,HW00123,EC002,T,4
51776,HW00123,PS005095,T,3
51777,HW00123,PS00500305,T,4
51778,SE002019,HW00123,P,1
51779,EC00100601,HW00123,P,1
51780,EC001006,HW00123,P,1
51781,EC002,HW00123,P,1
51782,PS005095,HW00123,P,1
51783,PS00500305,HW00123,P,2
51784,TR00100515,HW00123,P,2
51785,MM0180010406,FA0060110204,P,2
51786,FA0060110205,FA00601103,M,4
51787,FA0060110205,EE00100603,M,2
51788,FA0060110205,MM0180010406,M,4
51789,FA0060110205,EC0010150201,M,2
51790,FA0060110205,FA0060110105,F,4
51791,FA0060110205,PS0050030601,T,4
51792,FA0060110205,TR00300201,T,4
51793,FA00601103,FA0060110205,P,3
51794,EE00100603,FA0060110205,P,3
51795,MM0180010406,FA0060110205,P,2
51796,EC0010150201,FA0060110205,P,3
51797,FA0060110105,FA0060110205,P,3
51798,PS0050030601,FA0060110205,P,2
51799,TR00300201,FA0060110205,P,4
51800,FA00601102,EC0010150201,M,2
51801,FA0060110201,EC0010150201,M,2
51802,FA0060110203,EC0010150201,M,2
51803,FA006011020301,EC0010150201,M,2
51804,FA0060110204,EC0010150201,M,2
51805,EE00100318,EC003005,D,4
51806,EE00100318,EE00100805,T,4
51807,EE00100318,EC002004,T,4
51808,EE00100318,PS005095,T,3
51809,EE00100318,EC001,M,3
51810,EE00100318,MM018001,M,4
51811,EE00100318,SE002019,M,4
51812,EE00100318,EC001014,M,1
51813,EE00100318,MM01800106,M,1
51814,EE00100318,EC00100601,M,2
51815,EE00100318,MM018001010305,R,4
51816,EE00100318,FA00702313,P,4
51817,EE00100318,FA00702302,P,3
51818,EE00100318,FA00702301,P,3
51819,EC003005,EE00100318,P,1
51820,EE00100805,EE00100318,P,1
51821,EC002004,EE00100318,P,1
51822,PS005095,EE00100318,P,1
51823,EC001,EE00100318,P,1
51824,MM018001,EE00100318,P,1
51825,SE002019,EE00100318,P,1
51826,EC001014,EE00100318,P,1
51827,MM01800106,EE00100318,P,1
51828,EC00100601,EE00100318,P,1
51829,MM018001010305,EE00100318,P,1
51830,FA00702313,EE00100318,F,4
51831,FA00702302,EE00100318,F,4
51832,FA00702301,EE00100318,F,4
51833,EE00100319,EC003005,D,4
51834,EE00100319,EE00100805,T,4
51835,EE00100319,EC002004,T,4
51836,EE00100319,PS005095,T,3
51837,EE00100319,EC001,M,3
51838,EE00100319,MM018001,M,4
51839,EE00100319,SE002019,M,4
51840,EE00100319,EC001014,M,1
51841,EE00100319,MM01800106,M,1
51842,EE00100319,EC00100601,M,2
51843,EE00100319,FA00702313,P,4
51844,EE00100319,FA00702302,P,3
51845,EE00100319,FA00702301,P,3
51846,EE00100319,EE001010,M,2
51847,EE00100319,EE00100514,M,2
51848,EC003005,EE00100319,P,1
51849,EE00100805,EE00100319,P,1
51850,EC002004,EE00100319,P,1
51851,PS005095,EE00100319,P,1
51852,EC001,EE00100319,P,1
51853,MM018001,EE00100319,P,1
51854,SE002019,EE00100319,P,1
51855,EC001014,EE00100319,P,1
51856,MM01800106,EE00100319,P,1
51857,EC00100601,EE00100319,P,1
51858,FA00702313,EE00100319,M,2
51859,FA00702302,EE00100319,M,2
51860,FA00702301,EE00100319,M,2
51861,EE001010,EE00100319,P,1
51862,EE00100514,EE00100319,P,3
51863,EC001027,EC003005,D,4
51864,EC001027,EC001022,T,4
51865,EC001027,SE002019,M,4
51866,EC001027,EC00100601,M,3
51867,EC001027,EE001010,M,2
51868,EC001027,EC001019,M,3
51869,EC001027,SE00303,P,4
51870,EC001027,CM0010050302,P,4
51871,EC001027,PS004002,P,2
51872,EC001027,HW00100708,P,4
51873,EC001027,CP001002,P,4
51874,EC003005,EC001027,P,1
51875,EC001022,EC001027,P,1
51876,SE002019,EC001027,P,1
51877,EC00100601,EC001027,P,1
51878,EE001010,EC001027,P,2
51879,EC001019,EC001027,P,1
51880,SE00303,EC001027,M,4
51881,CM0010050302,EC001027,M,4
51882,PS004002,EC001027,M,2
51883,HW00100708,EC001027,M,4
51884,CP001002,EC001027,M,4
51885,CC0010060603,EC001005070303,P,2
51886,SE002020,SE00201712,M,2
51887,EC001005070303,CC0010060603,M,1
51888,SE00201712,SE002020,P,1
51889,EC00101204,HA00700301,P,3
51890,EC001012,FA00706409,P,3
51891,EC00101204,FA00400102,P,4
51892,EC001012,EE001013,P,2
51893,EC001012,CC00500150,P,3
51894,EC00101204,FA0040010301,P,4
51895,EC00101204,EE001010,P,4
51896,EC001012,AC00100908,P,4
51897,EC001012,CP001002,P,4
51898,EC001012,CP001004,P,3
51899,EC001012,FA0040010709,P,2
51900,EC001012,AC00100915,P,3
51901,EC001012,HA001,P,4
51902,EC001012,HA001009,P,1
51903,FA0040010301,EC00101204,M,2
51904,EE001010,EC00101204,M,2
51905,AC00100908,EC001012,M,2
51906,CP001002,EC001012,M,2
51907,CP001004,EC001012,M,2
51908,FA0040010709,EC001012,M,2
51909,AC00100915,EC001012,M,2
51910,HA001,EC001012,M,2
51911,HA001009,EC001012,M,2
51912,HW001,FA00706411,A,4
51913,HW00119,FA00706411,A,4
51914,HW00102601,FA00706411,A,4
51915,HW001028,FA00706411,A,4
51916,HW00100709,FA00706411,A,4
51917,HW00101302,FA00706411,A,4
51918,HW001027,FA00706411,A,4
51919,EE0010050801,FA00706411,A,4
51920,HW00102706,FA00706411,A,4
51921,HW00102702,FA00706411,A,4
51922,HW00102703,FA00706411,A,4
51923,HW00102801,FA00706411,A,4
51924,HW001014,FA00706411,A,4
51925,HW001022,FA00706411,A,4
51926,HW00102203,FA00706411,A,4
51927,HW001029,FA00706411,A,4
51928,HW001012,FA00706411,A,4
51929,HW00102107,FA00706411,A,4
51930,HW0010210801,FA00706411,A,4
51931,HW001025010503,FA00706411,A,4
51932,HW001025010504,FA00706411,A,4
51933,HW001025010507,FA00706411,A,4
51934,HW001011,FA00706411,A,4
51935,HW00101001,FA00706411,A,4
51936,HW0010113,FA00706411,A,4
51937,HW00102901,FA00706411,A,4
51938,HW001016,FA00706411,A,4
51939,HW00101606,FA00706411,A,4
51940,HW00101608,FA00706411,A,4
51941,HW00123,FA00706411,A,4
51942,FA00706411,HW001,P,4
51943,FA00706411,HW00119,P,3
51944,FA00706411,HW00102601,P,1
51945,FA00706411,HW001028,P,2
51946,FA00706411,HW00100709,P,1
51947,FA00706411,HW00101302,P,1
51948,FA00706411,HW001027,P,1
51949,FA00706411,EE0010050801,P,1
51950,FA00706411,HW00102706,P,1
51951,FA00706411,HW00102702,P,1
51952,FA00706411,HW00102703,P,1
51953,FA00706411,HW00102801,P,1
51954,FA00706411,HW001014,P,1
51955,FA00706411,HW001022,P,1
51956,FA00706411,HW00102203,P,1
51957,FA00706411,HW001029,P,2
51958,FA00706411,HW001012,P,1
51959,FA00706411,HW00102107,P,1
51960,FA00706411,HW0010210801,P,1
51961,FA00706411,HW001025010503,P,1
51962,FA00706411,HW001025010504,P,1
51963,FA00706411,HW001025010507,P,1
51964,FA00706411,HW001011,P,1
51965,FA00706411,HW00101001,P,1
51966,FA00706411,HW0010113,P,1
51967,FA00706411,HW00102901,P,1
51968,FA00706411,HW001016,P,1
51969,FA00706411,HW00101606,P,1
51970,FA00706411,HW00101608,P,1
51971,FA00706411,HW00123,P,1
51972,HW00102703,WC002,P,3
51973,HW00102703,WC001,P,4
51974,HW001025010507,MM00100311,M,4
51975,HW001025010507,EC00100601,M,1
51976,HW001025010507,HW0010250201,M,2
51977,HW001025010507,EC001006,M,2
51978,HW001025010507,CC0010092002,M,3
51979,HW001025010507,MM0020010313,M,3
51980,HW0010250201,HW001025010507,P,1
51981,CC0010092002,HW001025010507,P,2
51982,MM0020010313,HW001025010507,P,1
51983,HW001025010504,MM00100311,M,4
51984,HW001025010504,CC0010092018,M,4
51985,HW001025010504,EC00100601,M,1
51986,HW001025010504,HW0010250201,M,2
51987,HW001025010504,EC001019,M,1
51988,HW001025010504,EC001006,M,2
51989,HW001025010504,EC001020010201,M,2
51990,HW001025010504,CC0010092002,M,3
51991,HW001025010504,MM0020010313,M,3
51992,HW001025010504,WC001,P,4
51993,HW0010250201,HW001025010504,P,2
51994,HW001025010507,CC0010092018,M,4
51995,EC001019,HW001025010504,P,1
51996,EC001006,HW001025010504,P,1
51997,EC001020010201,HW001025010504,P,3
51998,CC0010092002,HW001025010504,P,2
51999,MM0020010313,HW001025010504,P,1
52000,HW00101001,CC0010092002,M,4
52001,HW00101001,HW00100708,P,4
52002,HW00101001,CP001002,P,4
52003,HW00101001,HW0010113,P,3
52004,HW00101001,AC00100405,P,3
52005,CP001002,HW00101001,M,2
52006,AC00100405,HW00101001,M,2
52007,HW00101001,MM0180010302,M,4
52008,HW00101001,MM0020010313,M,4
52009,MM0180010302,HW00101001,P,1
52010,MM0020010313,HW00101001,P,1
52011,HW00101001,EC00100601,M,3
52012,HW00101001,EC001019,M,3
52013,HW00101001,EC001006,M,4
52014,EC001019,HW00101001,P,1
52015,EC001006,HW00101001,P,1
52016,EE0010050801,HW00102703,M,2
52017,EE0010050801,HW00102706,M,4
52018,EE0010050801,EC001019,M,3
52019,EE0010050801,EC001006,M,4
52020,EE0010050801,EC00100601,M,3
52021,HW00102706,EE0010050801,P,3
52022,EC001019,EE0010050801,P,1
52023,EC001006,EE0010050801,P,1
52024,EC00100601,EE0010050801,P,1
52025,FA0040010710,EE0010050801,P,1
52026,FA0040010710,HW001014,P,1
52027,FA0040010710,HW00102801,P,1
52028,FA0040010710,HW001016,P,1
52029,FA0040010710,HW00102901,P,1
52030,FA0040010710,HW00119,P,3
52031,FA0040010710,HW00102601,P,1
52032,FA0040010710,HW001028,P,2
52033,FA0040010710,HW00100709,P,1
52034,FA0040010710,HW001027,P,1
52035,FA0040010710,HW001022,P,1
52036,FA0040010710,HW00102203,P,1
52037,FA0040010710,HW001029,P,2
52038,FA0040010710,HW001012,P,1
52039,FA0040010710,HW00102107,P,1
52040,FA0040010710,HW0010210801,P,1
52041,FA0040010710,HW00123,P,1
52042,MM0020010601,PS0020100305,M,3
52043,MM0020010601,EC00100705,P,2
52044,EC00100705,MM0020010601,M,4
52045,PS0020100305,MM0020010601,P,3
52046,CP00100901,SE002019,M,4
52047,EE00100102,SE002019,M,4
52048,EE00100512,SE002019,M,4
52049,EE00100205,SE002019,M,4
52050,EE00100201,SE002019,M,4
52051,AC00100405,SE002019,M,4
52052,EE0010060102,SE002019,M,4
52053,EE0010050801,SE002019,M,4
52054,EE001011,SE002019,M,4
52055,EE0010060501,SE002019,M,4
52056,EE00100203,SE002019,M,4
52057,EE00100514,SE002019,M,4
52058,EE00100206,SE002019,M,4
52059,EE0010060103,SE002019,M,4
52060,HW00102203,SE002019,M,4
52061,HW0010113,SE002019,M,4
52062,AC00100905,SE002019,M,4
52063,HW00100709,SE002019,M,4
52064,HW001014,SE002019,M,4
52065,HW0010210801,SE002019,M,4
52066,HW001025010503,SE002019,M,4
52067,FA0040010705,SE002019,M,4
52068,FA007088,SE002019,M,4
52069,PH002008010601,SE002019,M,4
52070,HW00102703,SE002019,M,4
52071,EE0010130301,SE002019,M,4
52072,EC0010050709,SE002019,M,4
52073,CP00200401,SE002019,M,4
52074,EE00100202,SE002019,M,4
52075,EE00100801,SE002019,M,4
52076,EE00100311,SE002019,M,4
52077,EC0010050707,SE002019,M,4
52078,EG00100504,SE002019,M,4
52079,EE001015010103,SE002019,M,4
52080,EC00100603,SE002019,M,4
52081,EE001012,SE002019,M,4
52082,EE001001,SE002019,M,4
52083,EC0010060501,SE002019,M,4
52084,EC00100605,SE002019,M,4
52085,HC001046,SE002019,M,4
52086,HW00100708,SE002019,M,4
52087,SE002019,CP00100901,P,1
52088,SE002019,EE00100102,P,1
52089,SE002019,EE00100806,P,1
52090,SE002019,EE00100512,P,1
52091,SE002019,EE00100205,P,1
52092,SE002019,EE00100201,P,1
52093,SE002019,AC00100405,P,1
52094,SE002019,EE0010060102,P,1
52095,SE002019,EE0010050801,P,1
52096,SE002019,EE001011,P,1
52097,SE002019,EE0010060501,P,1
52098,SE002019,EE00100203,P,1
52099,SE002019,EE00100514,P,1
52100,SE002019,EE00100206,P,1
52101,SE002019,EE0010060103,P,1
52102,SE002019,HW00102203,P,1
52103,SE002019,HW0010113,P,1
52104,SE002019,AC00100905,P,1
52105,SE002019,HW00100709,P,1
52106,SE002019,HW001014,P,1
52107,SE002019,HW0010210801,P,1
52108,SE002019,HW001025010503,P,1
52109,SE002019,FA0040010705,P,1
52110,SE002019,FA007088,P,1
52111,SE002019,PH002008010601,P,1
52112,SE002019,HW00102703,P,1
52113,SE002019,EE0010130301,P,1
52114,SE002019,EC0010050709,P,1
52115,SE002019,CP00200401,P,1
52116,SE002019,EE00100202,P,1
52117,SE002019,EE00100801,P,1
52118,SE002019,EE00100311,P,1
52119,SE002019,EC0010050707,P,1
52120,SE002019,EG00100504,P,1
52121,SE002019,EE001015010103,P,1
52122,SE002019,EC00100603,P,2
52123,SE002019,EE001012,P,1
52124,SE002019,EE001001,P,1
52125,SE002019,EC0010060501,P,1
52126,SE002019,EC00100605,P,1
52127,SE002019,HC001046,P,1
52128,SE002019,HW00100708,P,3
52129,HW00102702,EE0010050801,P,3
52130,HW00102705,EE0010050801,P,1
52131,PS005,IT001,P,4
52132,IT001,PS005,T,4
52133,IT001,FA007065,M,3
52134,IT001,IT002,T,4
52135,IT001,SS001011,T,3
52136,IT001,SS001015,T,4
52137,FA007065,IT001,P,4
52138,IT002,IT001,P,4
52139,SS001011,IT001,P,4
52140,SS001015,IT001,P,4
52141,SS00101501,IT001,P,4
52142,PS005004,IT001,P,4
52143,FA00706501,IT001,P,4
52144,IT001,PS005004,T,1
52145,IT001,FA00706501,M,1
52146,IT001,SS00101501,T,1
52147,FN004,IT00100307,T,4
52148,IT00100307,FN004,P,1
52149,HC001012,PH0010010201,P,2
52150,PH0010010202,HC001012,F,4
52151,PH0010010201,HC001012,F,4
52152,HC002003,PH00100201,P,4
52153,HC00200301,HC001019,R,4
52154,HC001019,HC00200301,P,3
52155,PH0010010203,HC001012,F,4
52156,HC001012,PH0010010203,P,2
52157,PH0010010204,HC001012,F,4
52158,HC001012,PH0010010204,P,2
52159,HC002003,HC001019,R,4
52160,HC002003,CT001,M,4
52161,HC002003,HC002002,M,3
52162,HC001019,HC002003,P,4
52163,CT001,HC002003,P,2
52164,HC002002,HC002003,P,3
52165,PH0010010205,HC001012,F,4
52166,HC001012,PH0010010205,P,2
52167,PH0010010206,HC001012,F,4
52168,HC001012,PH0010010206,P,2
52169,PH00100201,HC002003,F,4
52170,PH0010020103,HC001012,F,4
52171,HC001012,PH0010020103,P,2
52172,PH00100102,HC001012,F,4
52173,HC001012,PH00100102,P,3
52174,PH00100201,HC001012,F,4
52175,HC001012,PH00100201,P,2
52176,PH0010020102,HC002003,F,4
52177,PH0010020102,HC001012,F,4
52178,HC002003,PH0010020102,P,2
52179,HC001012,PH0010020102,P,1
52180,PH0010020104,HC002003,F,4
52181,PH0010020104,HC001012,F,4
52182,HC002003,PH0010020104,P,2
52183,HC001012,PH0010020104,P,1
52184,PH0010020105,HC002003,F,4
52185,PH0010020105,HC001012,F,4
52186,HC002003,PH0010020105,P,2
52187,HC001012,PH0010020105,P,1
52188,PH00100126,HC001012,F,4
52189,HC001012,PH00100126,P,4
52190,PH0010020401,HC001012,F,4
52191,HC001012,PH0010020401,P,3
52192,PH00100204,HC001012,F,4
52193,PH001002045,HC001012,F,4
52194,PH0010020402,HC001012,F,4
52195,PH0010020403,HC001012,F,4
52196,HC001012,PH00100204,P,4
52197,HC001012,PH001002045,P,3
52198,HC001012,PH0010020402,P,2
52199,HC001012,PH0010020403,P,2
52200,PH0010020109,HC001012,F,4
52201,HC001012,PH0010020109,P,2
52202,PH00200501002,HC001012,F,4
52203,HC001012,PH00200501002,P,1
52204,PH00200501001,HC001012,F,4
52205,HC001012,PH00200501001,P,1
52206,PH0020050102,HC001012,F,4
52207,HC001012,PH0020050102,P,2
52208,PH0020050106,HC001012,F,4
52209,HC001012,PH0020050106,P,3
52210,PH00100531,HC001012,F,4
52211,PH0010053,HC001012,F,4
52212,PH003010,HC001012,F,4
52213,HC001012,PH00100531,P,2
52214,HC001012,PH0010053,P,3
52215,HC001012,PH003010,P,2
52216,CT001009,HC002003,P,2
52217,PH0010010208,HC001012,F,4
52218,HC002003,CT001009,M,1
52219,HC001012,PH0010010208,P,1
52220,PH001001,HC001012,F,4
52221,HC001012,PH001001,P,1
52222,HC00100408,HC001005,M,4
52223,HC00100408,EC001006,M,3
52224,HC00100408,SE002019,M,4
52225,HC00100408,EC001,M,4
52226,HC00100408,EC001014,M,1
52227,HC00100408,EC00100601,M,2
52228,HC00100408,CP0020040303,M,2
52229,HC00100408,PS00500311,T,4
52230,HC00100408,PS0050042405,T,4
52231,HC00100408,HC003002,D,4
52232,HC001005,HC00100408,P,2
52233,EC001006,HC00100408,P,1
52234,SE002019,HC00100408,P,1
52235,EC001,HC00100408,P,1
52236,EC001014,HC00100408,P,1
52237,EC00100601,HC00100408,P,1
52238,CP0020040303,HC00100408,P,2
52239,PS00500311,HC00100408,P,2
52240,PS0050042405,HC00100408,P,2
52241,HC003002,HC00100408,P,2
52242,HC00101205,EC001,M,4
52243,HC00101205,HC001005,M,4
52244,HC00101205,EC001006,M,3
52245,HC00101205,SE002019,M,4
52246,HC00101205,EC001014,M,1
52247,HC00101205,EC00100601,M,2
52248,HC00101205,PS00500311,T,4
52249,HC00101205,PS0050042405,T,4
52250,HC00101205,HC003002,D,4
52251,HC00101205,HC002003,F,4
52252,HC00101205,HC001019,R,4
52253,HC00101205,PH00100201,P,4
52254,EC001,HC00101205,P,1
52255,HC001005,HC00101205,P,2
52256,EC001006,HC00101205,P,1
52257,SE002019,HC00101205,P,1
52258,EC001014,HC00101205,P,1
52259,EC00100601,HC00101205,P,1
52260,PS00500311,HC00101205,P,2
52261,PS0050042405,HC00101205,P,2
52262,HC003002,HC00101205,P,2
52263,HC002003,HC00101205,P,4
52264,HC001019,HC00101205,P,4
52265,PH00100201,HC00101205,F,3
52266,HC005,HC001,A,4
52267,HC001,HC005,P,3
52268,HC001017,HC005,P,3
52269,HC005,HC001017,A,1
52270,HC001049,CC00500154,M,4
52271,HC001049,FA00700202,M,4
52272,HC001049,FA00700510,M,4
52273,HC001049,MM001001050101,M,3
52274,HC001049,EC001,M,3
52275,HC001049,HC001005,M,4
52276,HC001049,EC001006,M,2
52277,HC001049,SE002019,M,4
52278,HC001049,EC001014,M,1
52279,HC001049,EC00100601,M,1
52280,HC001049,PS00500311,T,4
52281,HC001049,PS0050042405,T,4
52282,HC001049,HC003002,D,4
52283,CC00500154,HC001049,P,4
52284,FA00700202,HC001049,P,3
52285,FA00700510,HC001049,P,3
52286,MM001001050101,HC001049,P,1
52287,EC001,HC001049,P,1
52288,HC001005,HC001049,P,2
52289,EC001006,HC001049,P,1
52290,SE002019,HC001049,P,1
52291,EC001014,HC001049,P,1
52292,EC00100601,HC001049,P,1
52293,PS00500311,HC001049,P,2
52294,PS0050042405,HC001049,P,2
52295,HC003002,HC001049,P,2
52296,HC005,HC00100202,A,2
52297,HC005,HC00100208,A,2
52298,HC005,HC001003,A,3
52299,HC005,HC00100306,A,2
52300,HC005,HC001007,A,2
52301,HC005,HC00100701,A,1
52302,HC005,HC00100702,A,1
52303,HC005,HC00100703,A,1
52304,HC005,HC00100304,A,2
52305,HC005,HC001004,A,3
52306,HC005,HC00100402,A,2
52307,HC005,HC00100407,A,2
52308,HC005,HC00100408,A,2
52309,HC005,HC001009,A,3
52310,HC005,HC00100901,A,2
52311,HC005,HC00100902,A,2
52312,HC005,HC00100903,A,2
52313,HC005,HC001012,A,3
52314,HC005,HC00101205,A,2
52315,HC005,HC001018,A,3
52316,HC005,HC001028,A,3
52317,HC005,HC001088,A,2
52318,HC005,HC00102801,M,2
52319,HC005,HC001038,A,2
52320,HC005,HC001039,A,2
52321,HC005,HC001040,A,2
52322,HC005,HC001041,A,2
52323,HC005,HC001042,A,2
52324,HC005,HC001043,A,2
52325,HC005,HC001044,A,2
52326,HC005,HC001045,A,2
52327,HC005,HC001046,M,2
52328,HC005,HC001047,A,2
52329,HC005,HC001048,A,2
52330,HC005,HC001049,A,2
52331,HC005,HC00100805,M,1
52332,HC005,HC00200101,M,2
52333,HC005,HC00200102,M,2
52334,HC005,HC00200103,M,2
52335,HC005,HC00200301,M,2
52336,HC005,HC002004,M,3
52337,HC005,HC002006,M,3
52338,HC005,HC00200604,M,2
52339,HC005,PH0020080106,M,2
52340,HC005,PH002008010601,M,1
52341,HC005,HC00200902,M,1
52342,HC005,HC00200903,M,1
52343,HC005,HC002011,M,3
52344,HC005,HC002020,M,2
52345,HC005,HC002012,M,3
52346,HC005,HC002013,M,2
52347,HC005,HC001019,M,3
52348,HC00100202,HC005,P,4
52349,HC00100208,HC005,P,4
52350,HC001003,HC005,P,4
52351,HC00100306,HC005,P,4
52352,HC001007,HC005,P,4
52353,HC00100701,HC005,P,4
52354,HC00100702,HC005,P,4
52355,HC00100703,HC005,P,4
52356,HC00100304,HC005,P,4
52357,HC001004,HC005,P,4
52358,HC00100402,HC005,P,4
52359,HC00100407,HC005,P,4
52360,HC00100408,HC005,P,4
52361,HC001009,HC005,P,4
52362,HC00100901,HC005,P,4
52363,HC00100902,HC005,P,4
52364,HC00100903,HC005,P,4
52365,HC001012,HC005,P,4
52366,HC00101205,HC005,P,4
52367,HC001018,HC005,P,4
52368,HC001028,HC005,P,4
52369,HC001088,HC005,P,4
52370,HC00102801,HC005,P,4
52371,HC001038,HC005,P,4
52372,HC001039,HC005,P,4
52373,HC001040,HC005,P,4
52374,HC001041,HC005,P,4
52375,HC001042,HC005,P,4
52376,HC001043,HC005,P,4
52377,HC001044,HC005,P,4
52378,HC001045,HC005,P,4
52379,HC001046,HC005,P,4
52380,HC001047,HC005,P,4
52381,HC001048,HC005,P,4
52382,HC001049,HC005,P,4
52383,HC00100805,HC005,P,4
52384,HC00200101,HC005,P,4
52385,HC00200102,HC005,P,4
52386,HC00200103,HC005,P,4
52387,HC00200301,HC005,P,4
52388,HC002004,HC005,P,4
52389,HC002006,HC005,P,4
52390,HC00200604,HC005,P,4
52391,PH0020080106,HC005,P,4
52392,PH002008010601,HC005,P,4
52393,HC00200902,HC005,P,4
52394,HC00200903,HC005,P,4
52395,HC002011,HC005,P,4
52396,HC002020,HC005,P,4
52397,HC002012,HC005,P,4
52398,HC002013,HC005,P,4
52399,HC001019,HC005,P,4
52400,HC004,HC00100202,A,3
52401,HC004,HC00100208,A,3
52402,HC004,HC001004,A,4
52403,HC004,HC00100402,A,3
52404,HC004,HC00100407,A,3
52405,HC004,HC00100408,A,3
52406,HC004,HC001009,A,4
52407,HC004,HC00100901,A,3
52408,HC004,HC00100902,A,3
52409,HC004,HC002002,M,4
52410,HC004,HC002003,M,4
52411,HC004,HC00200301,M,3
52412,HC004,HC002006,M,4
52413,HC004,HC00200601,M,3
52414,HC004,HC00200602,M,3
52415,HC004,HC00200604,M,3
52416,HC004,PH0020080106,M,3
52417,HC004,PH002008010601,M,2
52418,HC004,HC002020,M,4
52419,HC004,HC001019,M,4
52420,HC004,HC001022,M,3
52421,HC00100202,HC004,P,4
52422,HC00100208,HC004,P,4
52423,HC001004,HC004,P,4
52424,HC00100402,HC004,P,4
52425,HC00100407,HC004,P,4
52426,HC00100408,HC004,P,4
52427,HC001009,HC004,P,4
52428,HC00100901,HC004,P,4
52429,HC00100902,HC004,P,4
52430,HC002002,HC004,P,4
52431,HC002003,HC004,P,4
52432,HC00200301,HC004,P,4
52433,HC002006,HC004,P,4
52434,HC00200601,HC004,P,4
52435,HC00200602,HC004,P,4
52436,HC00200604,HC004,P,4
52437,PH0020080106,HC004,P,4
52438,PH002008010601,HC004,P,4
52439,HC002020,HC004,P,4
52440,HC001019,HC004,P,4
52441,HC001022,HC004,P,4
52442,EE00101201,SE002019,M,4
52443,EE00101201,EC001,M,4
52444,EE00101201,EC001006,M,3
52445,EE00101201,EC00100601,M,2
52446,EE00101201,EC001014,M,1
52447,EE00101201,EC00100807,M,3
52448,EE00101201,EC001005,M,3
52449,EE00101201,EC0010080702,M,2
52450,EE00101201,EC003005,D,4
52451,EE00101201,IT00100302,P,4
52452,SE002019,EE00101201,P,1
52453,EC001,EE00101201,P,1
52454,EC001006,EE00101201,P,1
52455,EC001014,EE00101201,P,1
52456,EC00100601,EE00101201,P,1
52457,EC00100807,EE00101201,P,2
52458,EC001005,EE00101201,P,2
52459,EC0010080702,EE00101201,P,2
52460,EC003005,EE00101201,P,1
52461,IT00100302,EE00101201,M,4
52462,FA007064105,FA00800406,D,4
52463,FA007064103,FA00800406,D,4
52464,FA007064104,FA00800406,D,4
52465,FA007064105,PS0050042401,T,4
52466,FA007064103,PS0050042401,T,4
52467,FA007064104,PS0050042401,T,4
52468,FA007064105,PS0080010203,T,4
52469,FA007064103,PS0080010203,T,4
52470,FA007064104,PS0080010203,T,4
52471,FA007064105,PS00500310,T,4
52472,FA007064103,PS00500310,T,4
52473,FA007064104,PS00500310,T,4
52474,FA00800406,FA007064105,P,1
52475,FA00800406,FA007064103,P,1
52476,FA00800406,FA007064104,P,1
52477,PS0050042401,FA007064105,P,1
52478,PS0050042401,FA007064103,P,1
52479,PS0050042401,FA007064104,P,1
52480,PS0080010203,FA007064105,P,1
52481,PS0080010203,FA007064103,P,1
52482,PS0080010203,FA007064104,P,1
