,primary_code,related_code,related_type,importance
93179,FP002003200102,FP0010010105,M,4
93180,FP002003200102,FP0020080117,M,4
93181,FP002003200102,FP0020080116,M,4
93182,FP002003200102,FP002010,M,4
93183,FP002003200102,FP00201016,M,3
93184,FP002003200102,FP00201017,M,3
93185,FP002003200102,FP0010010701,M,3
93186,FP002003200102,FP0010010705,M,3
93187,FP002003200102,FP00200802,M,3
93188,FP002003200102,FP00100106,M,3
93189,FP002003200102,CC00500201,R,4
93190,FP002003200102,CC005002010701,R,3
93191,FP002003200102,CC0050020107,R,4
93192,FP002003200102,ST003002,D,4
93193,FP002003200102,ST00200201,D,4
93194,FP002003200102,CR005,D,3
93195,FP002003200102,CR004,D,3
93196,FP002003200102,CR003,D,3
93197,FP002003200102,ST004002,D,2
93198,FP002003200102,ST004001,D,1
93199,FP002003200102,CS007004,D,2
93200,FP002003200102,CS007005,D,2
93201,FP002003200102,CS007006,D,1
93202,FP002003200102,CS007011,D,2
93203,FP002003200102,ST004,D,3
93204,FP002003200102,CR0011,D,2
93205,FP002003200102,CR001009,D,1
93206,FP002003200102,FP001001010201,M,2
93207,FP002003200102,FP001001010202,M,2
93208,FP002003200102,FP001001010203,M,2
93209,FP002003200102,FP001001010204,M,2
93210,FP002003200102,FP001001010205,M,2
93211,FP002003200102,FP001001010301,M,2
93212,FP002003200102,FP001001010302,M,2
93213,FP002003200102,FP001001010303,M,2
93214,FP002003200102,FP001001010501,M,2
93215,FP002003200102,FP001001010502,M,2
93216,FP002003200102,FP0020080102,M,2
93217,FP002003200102,FP0020080103,M,2
93218,FP002003200102,FP0020080104,M,2
93219,FP002003200102,FP0020080115,M,2
93220,FP002003200102,FP0020080101,M,2
93221,FP002003200102,FP0020080114,M,2
93222,FP002003200102,FP00200811,M,1
93223,FP002003200102,FP00201003,M,2
93224,FP002003200102,FP00201006,M,2
93225,FP002003200102,FP00201007,M,2
93226,FP002003200102,FP0020101608,M,2
93227,FP002003200102,FP0020101611,M,2
93228,FP002003200102,FP00201014,M,2
93229,FP002003200102,FP0020101610,M,2
93230,FP002003200102,FP00201005,M,1
93231,FP002003200102,FP00201002,M,2
93232,FP002003200102,FP00201004,M,2
93233,FP002003200102,FP00201011,M,2
93234,FP002003200102,FP00201013,M,2
93235,FP002003200102,FP00201015,M,2
93236,FP002003200102,FP0020101701,M,1
93237,FP002003200102,FP001001070103,M,2
93238,FP002003200102,FP001001070102,M,2
93239,FP002003200102,FP001001070101,M,1
93240,FP002003200102,FP0010010707,M,2
93241,FP002003200102,FP0010010709,M,2
93242,FP002003200102,FP00100307,M,2
93243,FP002003200102,FP001001070501,M,1
93244,FP002003200102,FP001001070502,M,2
93245,FP002003200102,FP0020080205,M,1
93246,FP002003200102,FP0020080201,M,2
93247,FP002003200102,CC0050020106,R,3
93248,FP002003200102,FP00200101,R,2
93249,FP002003200102,FP00200102,R,2
93250,FP002003200102,FP0020010201,R,2
93251,FP002003200102,FP00200103,R,2
93252,FP002003200102,FP00200104,R,2
93253,FP002003200102,FP00200105,R,2
93254,FP002003200102,FP00200106,R,2
93255,FP002003200102,FP00200107,R,2
93256,FP002003200102,FP00200109,R,2
93257,FP002003200102,FP002001,R,3
93258,FP002003200102,FA00703701,F,4
93259,FP002003200102,CT00100703,R,4
93260,FP002003200102,FA00706427,F,4
93261,FP002003200102,HA00100402,A,4
93262,FP001003011003,FP002003200101,P,3
93263,FP00100304,FP002003200101,P,2
93264,FP00200812,FP002003200101,P,1
93265,FP0020080117,FP002003200101,P,1
93266,FP00200816,FP002003200101,P,1
93267,FP002010,FP002003200101,P,1
93268,FP0010010705,FP002003200101,P,1
93269,FP0010010701,FP002003200101,P,1
93270,FP00200101,FP002003200101,P,2
93271,FP0010030106,FP002003200101,P,2
93272,FP002001,FP002003200101,P,2
93273,CT00100703,FP002003200101,P,1
93274,FA00706427,FP002003200101,P,2
93275,CT00100703,FP00200320010201,P,1
93276,FA00706427,FP00200320010201,P,2
93277,FP00200101,FP00200320010201,P,1
93278,FP002001,FP00200320010201,P,1
93279,FP0020080117,FP00200320010202,P,4
93280,FA00706427,FP00200320010202,P,2
93281,FP00200101,FP00200320010202,P,1
93282,FP002001,FP00200320010202,P,1
93283,CT00100703,FP00200320010202,P,1
93284,FP0020080117,FP002003200102,P,3
93285,FP002010,FP002003200102,P,3
93286,FP0010010701,FP002003200102,P,1
93287,FP0010010705,FP002003200102,P,1
93288,FP00200101,FP002003200102,P,1
93289,FP002001,FP002003200102,P,1
93290,CT00100703,FP002003200102,P,1
93291,FA00706427,FP002003200102,P,1
93292,CT00100703,HA00300109,P,1
93293,CT00100703,FA00706640,P,1
93294,FP0010030106,FP0020040201,P,2
93295,FA00706427,FP0020040201,P,2
93296,FP0010030106,FP00200402,P,2
93297,FA00706427,FP00200402,P,2
93298,FP0010030106,FP00200403,P,2
93299,FP001003011003,FP00200301120201,P,3
93300,FP0010010701,FP00200301120201,P,2
93301,CT00100703,FP00200301120201,P,1
93302,FP001003011003,FP002003011202,P,3
93303,FP0010010701,FP002003011202,P,2
93304,CT00100703,FP002003011202,P,1
93305,FP00200812,FP0010030209,R,3
93306,FP001003011003,FP00200307,P,2
93307,FP00200101,FP00200307,P,1
93308,FP0010010701,FP00200307,P,1
93309,FP002010,FP00200307,P,1
93310,CT00100703,FP002003080301,P,1
93311,CT00100703,FP0020030803,P,1
93312,CT00100703,FP002003080201,P,1
93313,CT00100703,FP0010011003,P,1
93314,HA00100402,FP002003200101,P,2
93315,CC0050020107,FP002003200101,P,2
93316,CC005002010701,FP002003200101,P,1
93317,ST003002,FP002003200101,P,3
93318,ST00200201,FP002003200101,P,3
93319,CR005,FP002003200101,P,2
93320,ST004001,FP002003200101,P,2
93321,CS007004,FP002003200101,P,2
93322,CS007005,FP002003200101,P,2
93323,CS007006,FP002003200101,P,2
93324,CS007011,FP002003200101,P,2
93325,CR0011,FP002003200101,P,2
93326,CR001009,FP002003200101,P,1
93327,FP0010010106,FP002003200101,P,1
93328,FP001001010203,FP002003200101,P,1
93329,FP001001010202,FP002003200101,P,1
93330,FA00703701,FP002003200101,P,1
93331,FP00200801,FP002003200101,P,1
93332,FP001003010602,FP002003200101,P,1
93333,FP001003010603,FP002003200101,P,1
93334,FP001003010606,FP002003200101,P,1
93335,FP001003010607,FP002003200101,P,1
93336,FP0020080116,FP002003200101,P,1
93337,FP0020080102,FP002003200101,P,1
93338,FP0020080103,FP002003200101,P,1
93339,FP0020080104,FP002003200101,P,1
93340,FP0020080115,FP002003200101,P,1
93341,FP0020080101,FP002003200101,P,1
93342,FP0020080114,FP002003200101,P,1
93343,FP00201016,FP002003200101,P,1
93344,FP00201003,FP002003200101,P,1
93345,FP00201006,FP002003200101,P,1
93346,FP00201007,FP002003200101,P,1
93347,FP0020101608,FP002003200101,P,1
93348,FP00201017,FP002003200101,P,1
93349,FP00201002,FP002003200101,P,1
93350,FP00201004,FP002003200101,P,1
93351,FP00201011,FP002003200101,P,1
93352,FP00201013,FP002003200101,P,1
93353,FP00201015,FP002003200101,P,1
93354,FP00100301060201,FP002003200101,P,1
93355,FP00200811,FP002003200101,P,1
93356,FP001001070501,FP002003200101,P,1
93357,FP00200103,FP002003200101,P,1
93358,FP001003010601,FP002003200101,P,1
93359,FP00201005,FP002003200101,P,1
93360,FP0020101701,FP002003200101,P,1
93361,FP001003010608,FP002003200101,P,1
93362,FP001003010609,FP002003200101,P,1
93363,FP0020101611,FP002003200101,P,1
93364,FP00201002,FP00200320010201,P,3
93365,FP00201011,FP00200320010201,P,3
93366,FP00201015,FP00200320010201,P,1
93367,FP0020101701,FP00200320010201,P,1
93368,FP0020101611,FP00200320010201,P,2
93369,FP0020101608,FP00200320010201,P,2
93370,FP00201007,FP00200320010201,P,2
93371,FP00201003,FP00200320010201,P,2
93372,FP00201004,FP00200320010201,P,2
93373,FP00201016,FP00200320010201,P,4
93374,FP00201017,FP00200320010201,P,4
93375,HA00100402,FP00200320010201,P,2
93376,CC0050020107,FP00200320010201,P,2
93377,CC005002010701,FP00200320010201,P,1
93378,CC00500201,FP00200320010201,P,2
93379,ST003002,FP00200320010201,P,2
93380,ST00200201,FP00200320010201,P,2
93381,CR005,FP00200320010201,P,2
93382,ST004001,FP00200320010201,P,2
93383,CS007004,FP00200320010201,P,2
93384,CS007005,FP00200320010201,P,2
93385,CS007006,FP00200320010201,P,2
93386,CS007011,FP00200320010201,P,2
93387,CR0011,FP00200320010201,P,2
93388,CR001009,FP00200320010201,P,1
93389,FP00201005,FP00200320010201,P,2
93390,CC0050020106,FP00200320010201,P,1
93391,FP00200102,FP00200320010201,P,1
93392,FP0020010201,FP00200320010201,P,1
93393,FP00200103,FP00200320010201,P,1
93394,FP00200104,FP00200320010201,P,1
93395,FP00200105,FP00200320010201,P,1
93396,FP00200106,FP00200320010201,P,1
93397,FP00200107,FP00200320010201,P,1
93398,FP00200109,FP00200320010201,P,1
93399,FA00703701,FP00200320010201,P,1
93400,FP0020080116,FP00200320010202,P,4
93401,FP0020080102,FP00200320010202,P,4
93402,FP0020080103,FP00200320010202,P,4
93403,FP0020080104,FP00200320010202,P,4
93404,FP0020080115,FP00200320010202,P,4
93405,FP0020080101,FP00200320010202,P,4
93406,FP0020080114,FP00200320010202,P,4
93407,HA00100402,FP00200320010202,P,2
93408,CC0050020107,FP00200320010202,P,2
93409,CC005002010701,FP00200320010202,P,1
93410,CC00500201,FP00200320010202,P,2
93411,ST003002,FP00200320010202,P,2
93412,ST00200201,FP00200320010202,P,2
93413,CR005,FP00200320010202,P,2
93414,ST004001,FP00200320010202,P,2
93415,CS007004,FP00200320010202,P,2
93416,CS007005,FP00200320010202,P,2
93417,CS007006,FP00200320010202,P,2
93418,CS007011,FP00200320010202,P,2
93419,CR0011,FP00200320010202,P,2
93420,CR001009,FP00200320010202,P,1
93421,FP00200811,FP00200320010202,P,1
93422,CC0050020106,FP00200320010202,P,1
93423,FP00200102,FP00200320010202,P,1
93424,FP0020010201,FP00200320010202,P,1
93425,FP00200103,FP00200320010202,P,1
93426,FP00200104,FP00200320010202,P,1
93427,FP00200105,FP00200320010202,P,1
93428,FP00200106,FP00200320010202,P,1
93429,FP00200107,FP00200320010202,P,1
93430,FP00200109,FP00200320010202,P,1
93431,FA00703701,FP00200320010202,P,1
93432,FP0010010102,FP002003200102,P,2
93433,FP0010010103,FP002003200102,P,2
93434,FP0010010105,FP002003200102,P,2
93435,FP0020080116,FP002003200102,P,3
93436,FP00201016,FP002003200102,P,2
93437,FP00201017,FP002003200102,P,2
93438,FP00200802,FP002003200102,P,2
93439,CC00500201,FP002003200102,P,3
93440,CC005002010701,FP002003200102,P,2
93441,CC0050020107,FP002003200102,P,2
93442,ST003002,FP002003200102,P,3
93443,ST00200201,FP002003200102,P,3
93444,CR005,FP002003200102,P,2
93445,ST004001,FP002003200102,P,2
93446,CS007004,FP002003200102,P,2
93447,CS007005,FP002003200102,P,2
93448,CS007006,FP002003200102,P,2
93449,CS007011,FP002003200102,P,2
93450,CR0011,FP002003200102,P,2
93451,CR001009,FP002003200102,P,1
93452,FP001001010202,FP002003200102,P,1
93453,FP001001010203,FP002003200102,P,1
93454,FP0020080102,FP002003200102,P,1
93455,FP0020080103,FP002003200102,P,1
93456,FP0020080104,FP002003200102,P,1
93457,FP0020080115,FP002003200102,P,1
93458,FP0020080101,FP002003200102,P,1
93459,FP0020080114,FP002003200102,P,1
93460,FP00200811,FP002003200102,P,1
93461,FP00201003,FP002003200102,P,1
93462,FP00201006,FP002003200102,P,1
93463,FP00201007,FP002003200102,P,1
93464,FP0020101608,FP002003200102,P,1
93465,FP0020101611,FP002003200102,P,1
93466,FP00201005,FP002003200102,P,1
93467,FP00201002,FP002003200102,P,1
93468,FP00201004,FP002003200102,P,1
93469,FP00201011,FP002003200102,P,1
93470,FP00201013,FP002003200102,P,1
93471,FP00201015,FP002003200102,P,1
93472,FP0020101701,FP002003200102,P,1
93473,FP001001070501,FP002003200102,P,1
93474,CC0050020106,FP002003200102,P,1
93475,FP00200102,FP002003200102,P,1
93476,FP0020010201,FP002003200102,P,1
93477,FP00200103,FP002003200102,P,1
93478,FP00200104,FP002003200102,P,1
93479,FP00200105,FP002003200102,P,1
93480,FP00200106,FP002003200102,P,1
93481,FP00200107,FP002003200102,P,1
93482,FP00200109,FP002003200102,P,1
93483,FA00703701,FP002003200102,P,1
93484,HA00100402,FP002003200102,P,1
93485,CR005,HA00300109,P,1
93486,CR005,FA00706640,P,1
93487,FP00200107,FP0020040201,P,1
93488,FP001003010606,FP0020040201,P,1
93489,FP001003010609,FP0020040201,P,1
93490,FP001003010608,FP0020040201,P,1
93491,FP001003010607,FP0020040201,P,1
93492,FP00100301060201,FP0020040201,P,1
93493,FP001003010603,FP0020040201,P,1
93494,FP001003010602,FP0020040201,P,1
93495,FP001003010601,FP0020040201,P,1
93496,CC005002010701,FP0020040201,P,1
93497,CC0050020107,FP0020040201,P,2
93498,HA00100402,FP0020040201,P,2
93499,FA00703701,FP0020040201,P,1
93500,CR005,FP0020040201,P,1
93501,CC0050020106,FP00200402,P,2
93502,FP00200107,FP00200402,P,1
93503,FP001003010606,FP00200402,P,1
93504,FP001003010609,FP00200402,P,1
93505,FP001003010608,FP00200402,P,1
93506,FP001003010607,FP00200402,P,1
93507,FP00100301060201,FP00200402,P,1
93508,FP001003010603,FP00200402,P,1
93509,FP001003010602,FP00200402,P,1
93510,FP001003010601,FP00200402,P,1
93511,CC005002010701,FP00200402,P,1
93512,CC0050020107,FP00200402,P,2
93513,HA00100402,FP00200402,P,2
93514,FA00703701,FP00200402,P,1
93515,CR005,FP00200402,P,1
93516,FP001001010203,FP00200402,P,1
93517,FP001003010609,FP00200403,P,1
93518,FP001003010608,FP00200403,P,1
93519,FP001003010607,FP00200403,P,1
93520,FP00100301060201,FP00200403,P,1
93521,FP001003010606,FP00200403,P,1
93522,FP001003010603,FP00200403,P,1
93523,FP001003010602,FP00200403,P,1
93524,FP001003010601,FP00200403,P,1
93525,FP00200106,FP00200403,R,3
93526,FP00200103,FP00200403,R,3
93527,CC005002010701,FP00200403,P,1
93528,CC0050020107,FP00200403,P,2
93529,FA00706427,FP00200403,P,2
93530,HA00100402,FP00200403,P,2
93531,FA00703701,FP00200403,P,1
93532,CR005,FP00200403,P,1
93533,FP00200102,FP00200403,R,2
93534,CC005002010701,FP00200301120201,P,1
93535,CC0050020107,FP00200301120201,P,2
93536,FA00706427,FP00200301120201,P,2
93537,HA00100402,FP00200301120201,P,2
93538,FA00703701,FP00200301120201,P,1
93539,CR005,FP00200301120201,P,1
93540,ST004001,FP00200301120201,P,2
93541,CR0011,FP00200301120201,P,1
93542,ST00200201,FP00200301120201,P,1
93543,CC00500201,FP00200301120201,P,1
93544,CC005002010701,FP002003011202,P,1
93545,CC0050020107,FP002003011202,P,2
93546,FA00706427,FP002003011202,P,2
93547,HA00100402,FP002003011202,P,2
93548,FA00703701,FP002003011202,P,1
93549,CR005,FP002003011202,P,1
93550,ST004001,FP002003011202,P,2
93551,CR0011,FP002003011202,P,1
93552,CC00500201,FP002003011202,P,1
93553,ST00200201,FP002003011202,P,1
93554,CC005002010701,FP0010030209,P,1
93555,CC0050020107,FP0010030209,P,2
93556,FA00706427,FP0010030209,P,2
93557,HA00100402,FP0010030209,P,2
93558,FA00703701,FP0010030209,P,1
93559,CR005,FP0010030209,P,1
93560,CR0011,FP0010030209,P,1
93561,CC00500201,FP00200307,P,2
93562,CC005002010701,FP00200307,P,1
93563,CC0050020107,FP00200307,P,2
93564,FA00706427,FP00200307,P,2
93565,HA00100402,FP00200307,P,2
93566,FA00703701,FP00200307,P,1
93567,CR005,FP00200307,P,1
93568,CR0011,FP00200307,P,1
93569,FP0010010103,FP00200307,P,1
93570,FP0010010105,FP00200307,P,1
93571,FP00200801,FP00200307,P,1
93572,CC0050020106,FP00200307,P,1
93573,FA00703701,FP002003080301,P,1
93574,FA00706427,FP002003080301,P,2
93575,HA00100402,FP002003080301,P,2
93576,CC0050020107,FP002003080301,P,2
93577,CC005002010701,FP002003080301,P,1
93578,ST003002,FP002003080301,P,2
93579,ST00200201,FP002003080301,P,2
93580,CS007004,FP002003080301,P,1
93581,CR005,FP002003080301,P,1
93582,CS007005,FP002003080301,P,1
93583,FP0010010103,FP0020030803,P,2
93584,FP001001010203,FP0020030803,P,1
93585,FA00703701,FP0020030803,P,1
93586,FA00706427,FP0020030803,P,2
93587,HA00100402,FP0020030803,P,2
93588,CC0050020107,FP0020030803,P,2
93589,CC005002010701,FP0020030803,P,1
93590,ST003002,FP0020030803,P,2
93591,ST00200201,FP0020030803,P,2
93592,CS007004,FP0020030803,P,1
93593,CR005,FP0020030803,P,1
93594,CS007005,FP0020030803,P,1
93595,FP0010010102,FP0020030803,P,1
93596,FP0010010105,FP0020030803,P,1
93597,FP00200103,FP0020030803,M,1
93598,CC00500201,FP002003080201,M,2
93599,FA00706427,FP002003080201,P,2
93600,HA00100402,FP002003080201,P,2
93601,CC0050020107,FP002003080201,P,2
93602,CC005002010701,FP002003080201,P,1
93603,FP001001010203,FP0010011003,P,1
93604,FA00706427,FP0010011003,P,2
93605,HA00100402,FP0010011003,P,2
93606,CC0050020107,FP0010011003,P,2
93607,CC005002010701,FP0010011003,P,1
93608,CR005,FP0010011003,P,1
93609,CS007004,FP0010011003,P,1
93610,CS007005,FP0010011003,P,1
93611,CS007006,FP0010011003,P,1
93612,CS007011,FP0010011003,P,1
93613,FP00100106,FP002003200102,P,2
93614,FP001001010201,FP002003200102,P,1
93615,FP001001010204,FP002003200102,P,1
93616,FP001001010205,FP002003200102,P,1
93617,FP001001010301,FP002003200102,P,1
93618,FP001001010302,FP002003200102,P,1
93619,FP001001010303,FP002003200102,P,1
93620,FP001001010501,FP002003200102,P,1
93621,FP001001010502,FP002003200102,P,1
93622,FP00201014,FP002003200102,P,1
93623,FP0020101610,FP002003200102,P,1
93624,FP001001070103,FP002003200102,P,1
93625,FP001001070102,FP002003200102,P,1
93626,FP001001070101,FP002003200102,P,1
93627,FP0010010707,FP002003200102,P,1
93628,FP0010010709,FP002003200102,P,1
93629,FP00100307,FP002003200102,P,1
93630,FP001001070502,FP002003200102,P,1
93631,FP0020080205,FP002003200102,P,1
93632,FP0020080201,FP002003200102,P,1
93633,HA00300109,MM0180010301,M,3
93634,HA00300109,MM0180010302,M,4
93635,HA00300109,MM01800103,M,3
93636,HA00300109,CC00500160,M,2
93637,HA00300109,PF001001,R,3
93638,HA00300109,CC00101210,M,2
93639,HA00300109,CC001006140302,M,2
93640,HA00300109,CT003,R,4
93641,HA00300109,PF0020020104,R,3
93642,HA00300109,CT00100703,R,3
93643,HA00300109,CS007001,P,3
93644,HA00300109,CR003,D,3
93645,HA00300109,CR005,D,3
93646,HA00300109,ST004,D,2
93647,HA00300109,CR011,D,1
93648,HA00300109,CS007,P,4
93649,HA00300109,CR001011,D,4
93650,HA00300109,ST004002,D,3
93651,HA00300109,CR004,D,3
93652,FA00706640,MM018001,M,4
93653,FA00706640,MM0180010302,M,3
93654,FA00706640,CC00101210,M,2
93655,FA00706640,CC001006140302,M,2
93656,FA00706640,CT003,R,4
93657,FA00706640,PF0020020104,R,3
93658,FA00706640,CT00100703,R,3
93659,FA00706640,MM0180081306,M,4
93660,FA00706640,CR003,D,3
93661,FA00706640,CR005,D,3
93662,FA00706640,ST004,D,2
93663,FA00706640,CR011,D,1
93664,FA00706640,CR001011,D,4
93665,FA00706640,ST004002,D,3
93666,FA00706640,CR004,D,3
93667,FP0020040201,FP0010030106,M,4
93668,FP0020040201,FP00200107,M,1
93669,FP0020040201,CC0050010901,M,1
93670,FP0020040201,FP00200901,M,3
93671,FP0020040201,FP0020090101,M,3
93672,FP0020040201,FP0020090102,M,3
93673,FP0020040201,FP001003010606,M,3
93674,FP0020040201,FP001003010609,M,3
93675,FP0020040201,FP001003010608,M,2
93676,FP0020040201,FP001003010607,M,2
93677,FP0020040201,FP00100301060201,M,2
93678,FP0020040201,FP001003010603,M,3
93679,FP0020040201,FP001003010602,M,2
93680,FP0020040201,FP001003010601,M,1
93681,FP0020040201,BE002007,M,3
93682,FP0020040201,CC005002010701,R,3
93683,FP0020040201,CC0050020107,R,4
93684,FP0020040201,FA00706427,F,4
93685,FP0020040201,HA00100402,A,4
93686,FP0020040201,FA00703701,F,4
93687,FP0020040201,FP0020030112,P,4
93688,FP0020040201,FP002003011201,P,3
93689,FP0020040201,FP00200307,P,3
93690,FP0020040201,BT007,D,4
93691,FP0020040201,CR005,D,2
93692,FP0020040201,ST004002,D,2
93693,FP0020040201,ST004,D,3
93694,FP0020040201,CR003,D,1
93695,FP0020040201,CR004,D,1
93696,FP00200402,CC0050020106,M,2
93697,FP00200402,FP0020090201,M,3
93698,FP00200402,FP0010030106,M,4
93699,FP00200402,FP00200107,M,1
93700,FP00200402,CC0050010901,M,1
93701,FP00200402,FP00200901,M,3
93702,FP00200402,FP001003010606,M,3
93703,FP00200402,FP001003010609,M,3
93704,FP00200402,FP001003010608,M,2
93705,FP00200402,FP001003010607,M,2
93706,FP00200402,FP00100301060201,M,2
93707,FP00200402,FP001003010603,M,3
93708,FP00200402,FP001003010602,M,2
93709,FP00200402,FP001003010601,M,1
93710,FP00200402,BE002007,M,3
93711,FP00200402,CC005002010701,R,3
93712,FP00200402,CC0050020107,R,4
93713,FP00200402,FA00706427,F,4
93714,FP00200402,HA00100402,A,4
93715,FP00200402,FA00703701,F,4
93716,FP00200402,FP0020030112,P,4
93717,FP00200402,FP002003011201,P,3
93718,FP00200402,FP00200307,P,3
93719,FP00200402,BT007,D,4
93720,FP00200402,CR005,D,2
93721,FP00200402,ST00200203,D,2
93722,FP00200402,ST004002,D,2
93723,FP00200402,CC0010070401,R,4
93724,FP00200402,FP0020030301,M,3
93725,FP00200402,FP0020030803,M,1
93726,FP00200402,FP0020090101,M,2
93727,FP00200402,FP0020090102,M,2
93728,FP00200402,FP00200403,M,2
93729,FP00200402,FP0010080103,R,2
